session_day,time_utc,time_local,bar_idx_in_day,action,current_position,close,spread,raw_pnl,transaction_cost,net_pnl,mtm_pnl,equity,forced_close
2024-12-02,2024-12-02 04:12:00+00:00,2024-12-02 11:12:00+07:00,132,1,0,1.05248,19,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:13:00+00:00,2024-12-02 11:13:00+07:00,133,1,0,1.05251,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:14:00+00:00,2024-12-02 11:14:00+07:00,134,1,0,1.0524,18,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:15:00+00:00,2024-12-02 11:15:00+07:00,135,1,0,1.05196,18,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:16:00+00:00,2024-12-02 11:16:00+07:00,136,1,0,1.05213,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:17:00+00:00,2024-12-02 11:17:00+07:00,137,1,0,1.05214,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:18:00+00:00,2024-12-02 11:18:00+07:00,138,1,0,1.05219,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:19:00+00:00,2024-12-02 11:19:00+07:00,139,1,0,1.05233,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:20:00+00:00,2024-12-02 11:20:00+07:00,140,1,0,1.05246,17,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:21:00+00:00,2024-12-02 11:21:00+07:00,141,1,0,1.05244,18,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:22:00+00:00,2024-12-02 11:22:00+07:00,142,1,0,1.05233,18,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:23:00+00:00,2024-12-02 11:23:00+07:00,143,1,0,1.05219,19,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:24:00+00:00,2024-12-02 11:24:00+07:00,144,1,0,1.05222,18,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:25:00+00:00,2024-12-02 11:25:00+07:00,145,1,0,1.0522,19,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:26:00+00:00,2024-12-02 11:26:00+07:00,146,1,0,1.05214,19,-0.0,0.0,-0.0,-0.0,10000.0,False
2024-12-02,2024-12-02 04:27:00+00:00,2024-12-02 11:27:00+07:00,147,1,0,1.05215,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:28:00+00:00,2024-12-02 11:28:00+07:00,148,1,0,1.0523,19,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:29:00+00:00,2024-12-02 11:29:00+07:00,149,1,0,1.0523,18,0.0,0.0,0.0,0.0,10000.0,False
2024-12-02,2024-12-02 04:30:00+00:00,2024-12-02 11:30:00+07:00,150,1,0,1.05254,19,0.0,0.0,0.0,0.0,10000.0,False
