step,episode,ep_return,ep_length,epsilon,avg_loss,buffer_size,learn_steps,wall_time_s
40000,52,-0.16619999999999555,364,0.24,6.637873706267783e-06,40000,39001,170.5765507221222
41000,53,-0.27790000000000925,524,0.22100000000000009,5.644034875558645e-06,41000,40001,184.15971851348877
42000,54,-0.29259999999999603,684,0.20200000000000007,5.520099191812733e-06,42000,41001,190.14227437973022
43000,56,-0.0052,4,0.18300000000000005,4.7937008980625255e-06,43000,42001,196.07212615013123
44000,57,-0.08699999999999875,164,0.16400000000000003,5.30062155894484e-06,44000,43001,201.9925022125244
45000,58,-0.084599999999995,324,0.14500000000000002,4.761138535968712e-06,45000,44001,207.76701140403748
46000,59,-0.1368000000000005,484,0.126,4.3465097664920904e-06,46000,45001,210.51509976387024
47000,60,-0.13400000000000106,644,0.1070000000000001,3.4786865641081024e-06,47000,46001,212.66751646995544
48000,61,-0.19070000000001203,804,0.08800000000000008,3.5578699392999625e-06,48000,47001,214.8559753894806
49000,63,-0.013499999999999932,124,0.06900000000000006,3.1340414551550567e-06,49000,48001,217.00658869743347
50000,64,-0.01940000000000008,284,0.050000000000000044,3.6871081464369127e-06,50000,49001,219.27389812469482
51000,65,-0.06320000000000088,444,0.050000000000000044,3.2243785166770067e-06,51000,50001,223.94628643989563
52000,66,-0.07990000000000151,604,0.050000000000000044,3.632042478045605e-06,52000,51001,226.7465136051178
53000,67,-0.07740000000000818,764,0.050000000000000044,3.0625958731889115e-06,53000,52001,228.9064073562622
54000,69,0.004299999999999809,84,0.050000000000000044,3.070996455051045e-06,54000,53001,230.7832522392273
55000,70,-0.035400000000000945,244,0.050000000000000044,3.0246773930002745e-06,55000,54001,232.7426266670227
56000,71,-0.05579999999999312,404,0.050000000000000044,2.4681776224042552e-06,56000,55001,234.8595414161682
57000,72,-0.06500000000000637,564,0.050000000000000044,2.331151743362625e-06,57000,56001,236.70689845085144
58000,73,-0.05199999999999898,724,0.050000000000000044,2.8704183587819897e-06,58000,57001,238.73128247261047
59000,75,-0.00829999999999658,44,0.050000000000000044,2.6363136790337194e-06,59000,58001,240.9216959476471
60000,76,0.001499999999996963,204,0.050000000000000044,2.7610746149093756e-06,60000,59001,242.92310690879822
61000,77,-0.0313999999999949,364,0.050000000000000044,2.311982385378997e-06,61000,60001,247.40945410728455
62000,78,-0.08250000000000697,524,0.050000000000000044,2.450882228970386e-06,62000,61001,249.82593894004822
63000,79,-0.10110000000000065,684,0.050000000000000044,2.410419805727315e-06,63000,62001,252.0948886871338
64000,81,-0.0006000000000001102,4,0.050000000000000044,2.954285216901553e-06,64000,63001,255.56382942199707
65000,82,-0.025900000000002255,164,0.050000000000000044,1.9838281644410925e-06,65000,64001,262.4238340854645
66000,83,-0.03480000000001034,324,0.050000000000000044,2.4371310979631743e-06,66000,65001,268.7058825492859
67000,84,-0.08589999999999857,484,0.050000000000000044,3.29987266269427e-06,67000,66001,275.37468552589417
68000,85,-0.04679999999999504,644,0.050000000000000044,1.906189413858783e-06,68000,67001,281.7446041107178
69000,86,-0.03540000000000275,804,0.050000000000000044,2.529084357604461e-06,69000,68001,287.9856696128845
70000,88,-0.01289999999999716,124,0.050000000000000044,2.2438473222337052e-06,70000,69001,294.905868768692
71000,89,-0.04339999999999624,284,0.050000000000000044,1.5794035627436643e-06,71000,70001,308.13175201416016
72000,90,-0.04530000000000314,444,0.050000000000000044,1.9141376704254753e-06,72000,71001,315.1981530189514
73000,91,-0.06590000000000622,604,0.050000000000000044,2.5431315545461077e-06,73000,72001,321.8851444721222
74000,92,-0.08220000000000258,764,0.050000000000000044,1.473743110182113e-06,74000,73001,328.0996971130371
75000,94,-0.0007000000000001103,84,0.050000000000000044,1.358028462021821e-06,75000,74001,333.62722635269165
76000,95,-0.013699999999996255,244,0.050000000000000044,2.4332433328879687e-06,76000,75001,336.22874665260315
77000,96,-0.10029999999999364,404,0.050000000000000044,1.7816134282497841e-06,77000,76001,342.372047662735
78000,97,-0.10780000000000295,564,0.050000000000000044,1.5418513146130407e-06,78000,77001,344.5725202560425
79000,98,-0.04970000000000528,724,0.050000000000000044,1.5335190722964854e-06,79000,78001,346.6734335422516
80000,100,-0.006599999999999599,44,0.050000000000000044,1.3915698182813684e-06,80000,79001,351.24107336997986
81000,101,-0.014899999999998574,204,0.050000000000000044,2.150467532175071e-06,81000,80001,364.50581789016724
82000,102,-0.023399999999998474,364,0.050000000000000044,1.5790352622531145e-06,82000,81001,371.75665831565857
83000,103,-0.0498999999999984,524,0.050000000000000044,1.4855663864921099e-06,83000,82001,379.50516963005066
84000,104,-0.08079999999998858,684,0.050000000000000044,2.4888999335246353e-06,84000,83001,387.27960658073425
85000,106,-0.0009999999999991999,4,0.050000000000000044,1.93764028929877e-06,85000,84001,394.0474662780762
86000,107,-0.014999999999999496,164,0.050000000000000044,1.7108869903950109e-06,86000,85001,401.6341655254364
87000,108,-0.036699999999999997,324,0.050000000000000044,1.930636996149815e-06,87000,86001,408.84012818336487
88000,109,-0.06889999999999807,484,0.050000000000000044,1.7416762441655464e-06,88000,87001,415.8751881122589
89000,110,-0.05390000000000238,644,0.050000000000000044,1.4556663161897632e-06,89000,88001,423.46271276474
90000,111,-0.06299999999999226,804,0.050000000000000044,1.2718119758687862e-06,90000,89001,430.8671383857727
91000,113,-0.04160000000000073,124,0.050000000000000044,1.3252588674390608e-06,91000,90001,444.90925788879395
92000,114,-0.07279999999998955,284,0.050000000000000044,1.684960444833905e-06,92000,91001,451.9761600494385
93000,115,-0.05099999999999855,444,0.050000000000000044,1.482786278728554e-06,93000,92001,459.37022280693054
94000,116,-0.07440000000000309,604,0.050000000000000044,1.50648751252902e-06,94000,93001,467.01359367370605
95000,117,-0.3050000000000073,764,0.050000000000000044,1.619117943363335e-06,95000,94001,474.4362931251526
96000,119,-0.0076000000000010885,84,0.050000000000000044,1.5315298790028464e-06,96000,95001,481.74700260162354
97000,120,-0.05889999999999857,244,0.050000000000000044,1.4545150507672134e-06,97000,96001,489.0895082950592
98000,121,-0.11740000000000411,404,0.050000000000000044,1.4488576798612484e-06,98000,97001,497.0305790901184
99000,122,-0.042399999999998286,564,0.050000000000000044,1.1809087530423312e-06,99000,98001,504.75237679481506
100000,123,-0.07550000000000193,724,0.050000000000000044,1.4662980052406737e-06,100000,99001,512.078765630722
101000,125,-0.017799999999999015,44,0.050000000000000044,2.578957910543522e-06,100000,100001,526.6350090503693
102000,126,-0.029699999999993416,204,0.050000000000000044,1.5758139787465097e-06,100000,101001,533.7806241512299
103000,127,-0.04780000000000026,364,0.050000000000000044,1.1560522907814175e-06,100000,102001,541.4150528907776
104000,128,-0.0491999999999961,524,0.050000000000000044,1.0617548129516764e-06,100000,103001,548.8059329986572
105000,129,-0.10950000000000903,684,0.050000000000000044,1.2064191158742689e-06,100000,104001,555.9308710098267
106000,131,-0.0017,4,0.050000000000000044,1.1636995384662895e-06,100000,105001,563.5298588275909
107000,132,-0.021699999999996184,164,0.050000000000000044,1.0963175077165489e-06,100000,106001,570.5870635509491
108000,133,-0.025200000000002665,324,0.050000000000000044,1.234867930548944e-06,100000,107001,578.4350609779358
109000,134,-0.06169999999999914,484,0.050000000000000044,1.1492226250027215e-06,100000,108001,586.1585586071014
110000,135,-0.13139999999999605,644,0.050000000000000044,1.294450141600123e-06,100000,109001,593.4899101257324
111000,136,-0.11829999999999112,804,0.050000000000000044,1.1677678296848625e-06,100000,110001,600.7879514694214
112000,138,-0.039499999999999445,124,0.050000000000000044,1.2564166168544943e-06,100000,111001,603.5661423206329
113000,139,-0.025299999999996867,284,0.050000000000000044,1.1400271346246881e-06,100000,112001,605.9795777797699
114000,140,-0.03799999999999326,444,0.050000000000000044,1.274991632271849e-06,100000,113001,608.2725126743317
115000,141,-0.05369999999999983,604,0.050000000000000044,1.1602985360354978e-06,100000,114001,611.3161668777466
116000,142,-0.09119999999998961,764,0.050000000000000044,1.12199457890938e-06,100000,115001,614.5320274829865
117000,144,-0.0008999999999994551,84,0.050000000000000044,1.0466217839280034e-06,100000,116001,617.1335370540619
118000,145,-0.016599999999998078,244,0.050000000000000044,1.152754011471302e-06,100000,117001,622.4183852672577
119000,146,-0.05989999999998811,404,0.050000000000000044,1.5439305762043887e-06,100000,118001,630.0776906013489
120000,147,-0.03939999999999909,564,0.050000000000000044,1.7397126037224098e-06,100000,119001,638.416766166687
121000,148,-0.046699999999996904,724,0.050000000000000044,1.5730379856506715e-06,100000,120001,653.1035008430481
122000,150,-0.0061999999999972685,44,0.050000000000000044,1.210395760452343e-06,100000,121001,660.2989609241486
123000,151,-0.028000000000000032,204,0.050000000000000044,1.032478836947348e-06,100000,122001,667.3880026340485
124000,152,-0.00989999999999833,364,0.050000000000000044,9.84371777093429e-07,100000,123001,674.9120719432831
125000,153,-0.058000000000004555,524,0.050000000000000044,1.4608587714519672e-06,100000,124001,682.147246837616
126000,154,-0.05080000000000184,684,0.050000000000000044,1.191734487775875e-06,100000,125001,689.7664570808411
127000,156,0.0,4,0.050000000000000044,9.73838108734526e-07,100000,126001,696.8054533004761
128000,157,-0.012299999999999318,164,0.050000000000000044,1.0834488155637701e-06,100000,127001,703.9790666103363
129000,158,-0.03459999999999719,324,0.050000000000000044,1.1399993424987542e-06,100000,128001,711.9256834983826
130000,159,-0.03530000000000284,484,0.050000000000000044,8.81906995260806e-07,100000,129001,719.7252316474915
131000,160,-0.08739999999999688,644,0.050000000000000044,1.130401688776317e-06,100000,130001,733.4909307956696
132000,161,-0.13260000000000863,804,0.050000000000000044,1.9463858077699567e-06,100000,131001,741.05566573143
133000,163,-0.024199999999994504,124,0.050000000000000044,1.1009613207420443e-05,100000,132001,748.2638034820557
134000,164,-0.10420000000001273,284,0.050000000000000044,5.320899302716953e-06,100000,133001,755.9741253852844
135000,165,-0.06050000000000355,444,0.050000000000000044,1.260554056869978e-06,100000,134001,763.1468856334686
136000,166,-0.008699999999999548,604,0.050000000000000044,1.348730238447615e-06,100000,135001,770.0932822227478
137000,167,-0.08560000000000273,764,0.050000000000000044,8.862468390020695e-07,100000,136001,777.1691768169403
138000,169,-0.0013999999999990608,84,0.050000000000000044,1.0708216996704323e-06,100000,137001,784.6664772033691
139000,170,-0.007299999999999494,244,0.050000000000000044,1.0927955031263536e-06,100000,138001,791.997743844986
140000,171,-0.07410000000000172,404,0.050000000000000044,1.4115872412219232e-06,100000,139001,799.4068472385406
141000,172,-0.0396999999999966,564,0.050000000000000044,1.5308723694857917e-06,100000,140001,813.9593825340271
142000,173,-0.049600000000003606,724,0.050000000000000044,1.7474355378510608e-06,100000,141001,816.5259001255035
143000,175,-0.00019999999999996496,44,0.050000000000000044,1.1953238588660043e-06,100000,142001,818.7668769359589
144000,176,-0.046900000000005146,204,0.050000000000000044,1.1161990434516155e-06,100000,143001,821.2423584461212
145000,177,-0.043800000000004426,364,0.050000000000000044,9.91765467119876e-07,100000,144001,823.6164638996124
146000,178,-0.0751999999999919,524,0.050000000000000044,1.3276303780287435e-06,100000,145001,825.9719507694244
147000,179,-0.10029999999999553,684,0.050000000000000044,1.240629093217649e-06,100000,146001,828.0313196182251
148000,181,-0.0008999999999991998,4,0.050000000000000044,1.3218686824245652e-06,100000,147001,830.0802311897278
149000,182,-0.03780000000000128,164,0.050000000000000044,1.4492606490108527e-06,100000,148001,832.413197517395
150000,183,-0.03930000000000452,324,0.050000000000000044,1.1710731810694596e-06,100000,149001,834.9588422775269
151000,184,-0.04930000000000047,484,0.050000000000000044,1.1595760819318458e-06,100000,150001,838.747487783432
152000,185,-0.08739999999999809,644,0.050000000000000044,9.875678375692586e-07,100000,151001,840.6876850128174
153000,186,-0.1184999999999942,804,0.050000000000000044,9.485076328985542e-07,100000,152001,842.6415934562683
154000,188,-0.003799999999996806,124,0.050000000000000044,9.697783946052141e-07,100000,153001,844.7941746711731
155000,189,-0.02230000000000095,284,0.050000000000000044,1.235149995949314e-06,100000,154001,847.063600063324
156000,190,-0.07479999999999813,444,0.050000000000000044,8.939411468844582e-07,100000,155001,849.4260909557343
157000,191,-0.07400000000000218,604,0.050000000000000044,1.1687544967173836e-06,100000,156001,854.1767711639404
158000,192,-0.09829999999999837,764,0.050000000000000044,1.0724860984083763e-06,100000,157001,862.0013127326965
159000,194,-0.007999999999999525,84,0.050000000000000044,9.109573459227249e-07,100000,158001,869.3003070354462
160000,195,-0.0448999999999934,244,0.050000000000000044,1.2661227529520146e-06,100000,159001,876.8444874286652
161000,196,-0.10930000000000174,404,0.050000000000000044,1.2641273917211038e-06,100000,160001,891.9952054023743
162000,197,-0.12279999999999845,564,0.050000000000000044,1.4344572053062165e-06,100000,161001,899.6528060436249
163000,198,-0.09629999999999617,724,0.050000000000000044,1.0083241138687526e-06,100000,162001,907.8742859363556
164000,200,0.0,44,0.050000000000000044,2.094339254966826e-06,100000,163001,915.5848414897919
165000,201,-0.02319999999999865,204,0.050000000000000044,9.743635761481073e-07,100000,164001,922.7588562965393
166000,202,-0.023999999999999157,364,0.050000000000000044,1.1391402734233224e-06,100000,165001,930.7736568450928
167000,203,-0.0768999999999991,524,0.050000000000000044,9.629990005564082e-07,100000,166001,938.1625702381134
168000,204,-0.07899999999998791,684,0.050000000000000044,8.374718009349636e-07,100000,167001,945.6128418445587
169000,206,0.0,4,0.050000000000000044,8.719341282841242e-07,100000,168001,952.9831948280334
170000,207,-0.008700000000001346,164,0.050000000000000044,1.0415312791423049e-06,100000,169001,960.2162306308746
171000,208,-0.03640000000000142,324,0.050000000000000044,9.278625076092339e-07,100000,170001,974.247398853302
172000,209,-0.04109999999999661,484,0.050000000000000044,7.185311449831034e-07,100000,171001,982.1923711299896
173000,210,-0.0860999999999983,644,0.050000000000000044,8.729125890880595e-07,100000,172001,990.1420979499817
174000,211,-0.043299999999995606,804,0.050000000000000044,7.312427999295324e-07,100000,173001,997.8878860473633
175000,213,0.0,124,0.050000000000000044,1.3700631212145708e-06,100000,174001,1005.3662214279175
176000,214,-0.029100000000003748,284,0.050000000000000044,8.411103463714653e-07,100000,175001,1013.2011344432831
177000,215,-0.0417999999999994,444,0.050000000000000044,8.150493736565067e-07,100000,176001,1020.8934104442596
178000,216,-0.034499999999998275,604,0.050000000000000044,9.134006587885324e-07,100000,177001,1028.6810276508331
179000,217,-0.025499999999998656,764,0.050000000000000044,1.0346817809931963e-06,100000,178001,1036.5336363315582
180000,219,-0.0019999999999987302,84,0.050000000000000044,8.853826529247044e-07,100000,179001,1044.5032205581665
181000,220,-0.032699999999993956,244,0.050000000000000044,9.933036881477618e-07,100000,180001,1059.4688713550568
182000,221,-0.045299999999995746,404,0.050000000000000044,1.597313995311822e-06,100000,181001,1067.0310270786285
183000,222,-0.0867999999999996,564,0.050000000000000044,1.7223047960044368e-06,100000,182001,1072.6069042682648
184000,223,-0.10720000000000907,724,0.050000000000000044,7.719564546704305e-07,100000,183001,1078.221712589264
185000,225,-0.006899999999999344,44,0.050000000000000044,9.139553379355903e-07,100000,184001,1082.4061625003815
186000,226,-0.02419999999999865,204,0.050000000000000044,9.374854164860836e-07,100000,185001,1085.119564294815
187000,227,-0.055100000000001446,364,0.050000000000000044,8.637778298776766e-07,100000,186001,1087.989120721817
188000,228,-0.04960000000000028,524,0.050000000000000044,8.304972054133941e-07,100000,187001,1095.186205625534
189000,229,-0.09479999999999827,684,0.050000000000000044,9.626110138043486e-07,100000,188001,1103.1781613826752
190000,231,0.0,4,0.050000000000000044,1.5447575982676653e-06,100000,189001,1111.3527483940125
191000,232,0.0022999999999984643,164,0.050000000000000044,8.748512567109401e-07,100000,190001,1126.3104853630066
192000,233,-0.029299999999997158,324,0.050000000000000044,1.0043862944826287e-06,100000,191001,1134.2364389896393
193000,234,-0.012100000000001875,484,0.050000000000000044,1.0161804375599104e-06,100000,192001,1142.2749366760254
194000,235,-0.06990000000000596,644,0.050000000000000044,8.878028182266462e-07,100000,193001,1150.0587358474731
195000,236,-0.029399999999995603,804,0.050000000000000044,8.607055952438713e-07,100000,194001,1158.2034964561462
196000,238,-0.01419999999999938,124,0.050000000000000044,8.621290101871182e-07,100000,195001,1165.6649730205536
197000,239,-0.029300000000001446,284,0.050000000000000044,9.317234407717478e-07,100000,196001,1173.437360048294
198000,240,-0.04009999999999936,444,0.050000000000000044,8.161880443395831e-07,100000,197001,1181.1283974647522
199000,241,-0.07040000000000278,604,0.050000000000000044,1.3281038221464314e-06,100000,198001,1189.2297315597534
200000,242,-0.04790000000000316,764,0.050000000000000044,1.0520394990010119e-06,100000,199001,1196.9389290809631
