step,episode,ep_return,ep_length,epsilon,avg_loss,buffer_size,learn_steps,wall_time_s
25000,34,-0.6955999999999919,576,0.525,1.846991027650802e-05,25000,24001,81.53764486312866
26000,35,-0.7800999999999806,747,0.506,2.25737875230152e-05,26000,25001,83.89559149742126
27000,37,-0.06079999999999073,67,0.487,2.2713600143106303e-05,27000,26001,85.79549932479858
28000,38,-0.21079999999999657,227,0.46799999999999997,2.0132649241986656e-05,28000,27001,87.50234651565552
29000,39,-0.35050000000000037,387,0.44900000000000007,2.1003370397465915e-05,29000,28001,89.26766991615295
30000,40,-0.4658000000000063,547,0.43000000000000005,2.5633807196754787e-05,30000,29001,91.10111737251282
31000,41,-0.6063999999999979,707,0.41100000000000003,2.1837410827174608e-05,31000,30001,94.66871356964111
32000,43,-0.027500000000000583,27,0.392,1.9507624641391886e-05,32000,31001,96.50509810447693
33000,44,-0.1380000000000095,187,0.373,1.7126843400774304e-05,33000,32001,98.41490745544434
34000,45,-0.25150000000001194,347,0.354,1.7030938001198593e-05,34000,33001,100.1027340888977
35000,46,-0.3390999999999937,507,0.3350000000000001,1.7946774206848205e-05,35000,34001,101.84814786911011
36000,47,-0.5542000000000122,667,0.31600000000000006,2.022584828887375e-05,36000,35001,103.68455696105957
37000,48,-0.48749999999998994,827,0.29700000000000004,1.4012238426630575e-05,37000,36001,105.84153151512146
38000,50,-0.10069999999999764,147,0.278,1.5072331367719016e-05,38000,37001,107.75347781181335
39000,51,-0.22190000000000176,307,0.259,1.3390872901709372e-05,39000,38001,109.92504143714905
40000,52,-0.23879999999999485,467,0.24,1.634245223522157e-05,40000,39001,112.22697162628174
41000,53,-0.30300000000001515,627,0.22100000000000009,1.3610225467459713e-05,41000,40001,116.21068859100342
42000,54,-0.3306999999999998,787,0.20200000000000007,1.2775618973591919e-05,42000,41001,118.15562272071838
43000,56,-0.03519999999999925,107,0.18300000000000005,1.4269416932165769e-05,43000,42001,120.1580331325531
44000,57,-0.1577999999999895,267,0.16400000000000003,1.3466623036265447e-05,44000,43001,122.81213641166687
45000,58,-0.14600000000000313,427,0.14500000000000002,1.2607019586312162e-05,45000,44001,125.14011740684509
46000,59,-0.22239999999998497,587,0.126,1.0800074707503882e-05,46000,45001,127.3097836971283
47000,60,-0.21199999999999697,747,0.1070000000000001,8.984475038232631e-06,47000,46001,129.369215965271
48000,62,-0.009100000000000254,67,0.08800000000000008,9.77953701885781e-06,48000,47001,131.3936002254486
49000,63,-0.03490000000000451,227,0.06900000000000006,9.688638102034019e-06,49000,48001,133.52953958511353
50000,64,-0.03340000000000353,387,0.050000000000000044,9.925537147637443e-06,50000,49001,136.1410961151123
51000,65,-0.0758999999999966,547,0.050000000000000044,7.654219248820483e-06,51000,50001,141.76569986343384
52000,66,-0.07789999999999692,707,0.050000000000000044,8.892696043176328e-06,52000,51001,144.02313256263733
53000,68,0.0,27,0.050000000000000044,9.294761415844733e-06,53000,52001,146.60192131996155
54000,69,-0.014599999999997637,187,0.050000000000000044,7.363886550706411e-06,54000,53001,148.38927817344666
55000,70,-0.08969999999999895,347,0.050000000000000044,7.130593236524874e-06,55000,54001,150.26415991783142
56000,71,-0.0545999999999964,507,0.050000000000000044,6.484536304469657e-06,56000,55001,152.48834419250488
57000,72,-0.06310000000000554,667,0.050000000000000044,7.075868622678172e-06,57000,56001,154.7978208065033
58000,73,-0.13769999999999608,827,0.050000000000000044,7.688592703857467e-06,58000,57001,156.8557357788086
59000,75,-0.028100000000003525,147,0.050000000000000044,6.243580021987327e-06,59000,58001,159.31819677352905
60000,76,-0.06420000000000065,307,0.050000000000000044,8.807117372157336e-06,60000,59001,161.65824007987976
61000,77,-0.0853000000000057,467,0.050000000000000044,6.444933823900101e-06,61000,60001,167.2602903842926
62000,78,-0.09749999999998624,627,0.050000000000000044,5.466299832960431e-06,62000,61001,169.6202473640442
63000,79,-0.07109999999998975,787,0.050000000000000044,4.449807351534219e-06,63000,62001,172.07138085365295
64000,81,-0.02340000000000341,107,0.050000000000000044,3.939223363886413e-06,64000,63001,174.5963728427887
65000,82,-0.02349999999999996,267,0.050000000000000044,3.82499582769924e-06,65000,64001,177.26581168174744
66000,83,-0.058399999999998176,427,0.050000000000000044,3.421214830325425e-06,66000,65001,179.6691153049469
67000,84,-0.07839999999999459,587,0.050000000000000044,3.8691509944897e-06,67000,66001,181.8705117702484
68000,85,-0.13009999999999602,747,0.050000000000000044,3.4928346233300546e-06,68000,67001,184.2779746055603
69000,87,-0.010600000000000075,67,0.050000000000000044,3.6593275923451075e-06,69000,68001,186.4773919582367
70000,88,-0.046599999999997206,227,0.050000000000000044,3.711308762376575e-06,70000,69001,188.8608889579773
71000,89,-0.11139999999999842,387,0.050000000000000044,3.454502467207021e-06,71000,70001,193.86688685417175
72000,90,-0.12429999999999658,547,0.050000000000000044,3.081294476601215e-06,72000,71001,196.08033514022827
73000,91,-0.2060999999999926,707,0.050000000000000044,6.062160040357867e-06,73000,72001,198.2282419204712
74000,93,-0.0031999999999996346,27,0.050000000000000044,4.307427727383128e-06,74000,73001,200.9778561592102
75000,94,-0.027400000000002256,187,0.050000000000000044,3.2975885356449906e-06,75000,74001,204.7949652671814
76000,95,-0.05999999999999737,347,0.050000000000000044,2.7324389448324383e-06,76000,75001,208.06813263893127
77000,96,-0.04259999999999712,507,0.050000000000000044,3.1906456073329538e-06,77000,76001,210.34456586837769
78000,97,-0.08919999999999781,667,0.050000000000000044,2.4301834304196746e-06,78000,77001,213.1051685810089
79000,98,-0.1485999999999995,827,0.050000000000000044,2.508968515030574e-06,79000,78001,215.44205904006958
80000,100,-0.024999999999996043,147,0.050000000000000044,2.7108784013023523e-06,80000,79001,218.27210664749146
81000,101,-0.02590000000000441,307,0.050000000000000044,3.1819631298617423e-06,81000,80001,225.1380136013031
82000,102,-0.0552999999999974,467,0.050000000000000044,2.2820812468751228e-06,82000,81001,229.3080599308014
83000,103,-0.06460000000000168,627,0.050000000000000044,2.477889645092546e-06,83000,82001,233.53864216804504
84000,104,-0.12080000000000801,787,0.050000000000000044,2.035880477109231e-06,84000,83001,236.67278122901917
85000,106,-0.01190000000000186,107,0.050000000000000044,1.963677316240364e-06,85000,84001,239.2252700328827
86000,107,-0.04080000000000884,267,0.050000000000000044,2.295588800166115e-06,86000,85001,242.157377243042
87000,108,-0.05899999999999917,427,0.050000000000000044,2.1337447450093805e-06,87000,86001,244.70036387443542
88000,109,-0.11740000000000078,587,0.050000000000000044,1.979744404309258e-06,88000,87001,246.64322900772095
89000,110,-0.10929999999999628,747,0.050000000000000044,1.8089643926089137e-06,89000,88001,248.76714897155762
90000,112,-0.027800000000001778,67,0.050000000000000044,3.119587050548489e-06,90000,89001,250.97760677337646
91000,113,-0.028899999999999326,227,0.050000000000000044,1.5881860734623388e-06,91000,90001,255.77649927139282
92000,114,-0.05869999999999182,387,0.050000000000000044,1.915931817705996e-06,92000,91001,258.38196849823
93000,115,-0.07229999999999638,547,0.050000000000000044,1.7336826013263363e-06,93000,92001,260.7474422454834
94000,116,-0.18999999999999426,707,0.050000000000000044,2.727181485283836e-06,94000,93001,263.0323610305786
95000,118,-0.01060000000000036,27,0.050000000000000044,2.0671469450235234e-06,95000,94001,265.86193656921387
96000,119,-0.013999999999995606,187,0.050000000000000044,1.6721844914115992e-06,96000,95001,268.1124269962311
97000,120,-0.05229999999999771,347,0.050000000000000044,1.7575445114630383e-06,97000,96001,270.1673581600189
98000,121,-0.020400000000002895,507,0.050000000000000044,1.9816780657606614e-06,98000,97001,272.41781783103943
99000,122,-0.09560000000000395,667,0.050000000000000044,1.7442071437017148e-06,99000,98001,274.54370951652527
100000,123,-0.077700000000001,827,0.050000000000000044,1.7070282679298997e-06,100000,99001,276.8593921661377
101000,125,-0.00480000000000004,147,0.050000000000000044,1.7111675254852799e-06,100000,100001,281.99284982681274
102000,126,-0.015599999999998877,307,0.050000000000000044,1.5567883095570778e-06,100000,101001,284.684876203537
103000,127,-0.08350000000000449,467,0.050000000000000044,1.5189433874525093e-06,100000,102001,287.12872099876404
104000,128,-0.0420000000000032,627,0.050000000000000044,1.536819106746634e-06,100000,103001,289.69566464424133
105000,129,-0.04820000000000007,787,0.050000000000000044,1.2500107598611975e-06,100000,104001,292.02369952201843
106000,131,-0.007499999999997745,107,0.050000000000000044,1.7622471447680255e-06,100000,105001,294.30917263031006
107000,132,-0.020600000000001784,267,0.050000000000000044,1.435036102023446e-06,100000,106001,296.77068996429443
108000,133,-0.03299999999999679,427,0.050000000000000044,1.7829896638659192e-06,100000,107001,298.85162019729614
109000,134,-0.03319999999999925,587,0.050000000000000044,1.4935840971475044e-06,100000,108001,300.7545039653778
110000,135,-0.049099999999995404,747,0.050000000000000044,9.963004906836659e-07,100000,109001,303.03443813323975
111000,137,-0.012899999999996616,67,0.050000000000000044,1.5101563276687103e-06,100000,110001,307.1427049636841
112000,138,-0.036199999999998296,227,0.050000000000000044,1.8223031960360458e-06,100000,111001,309.3055851459503
113000,139,-0.05180000000000715,387,0.050000000000000044,1.2452712825279378e-06,100000,112001,311.32397508621216
114000,140,-0.07190000000000671,547,0.050000000000000044,1.4840029109564057e-06,100000,113001,313.48139214515686
115000,141,-0.10759999999999195,707,0.050000000000000044,1.5291488097091134e-06,100000,114001,315.78940320014954
116000,143,0.0,27,0.050000000000000044,1.2546160281772244e-06,100000,115001,318.5429177284241
117000,144,-0.03950000000000072,187,0.050000000000000044,1.2626073185231234e-06,100000,116001,320.65381717681885
118000,145,-0.07060000000000242,347,0.050000000000000044,1.3265506609343448e-06,100000,117001,322.87721586227417
119000,146,-0.0265000000000007,507,0.050000000000000044,1.8054488610346197e-06,100000,118001,325.06768703460693
120000,147,-0.09339999999999925,667,0.050000000000000044,1.708368919565828e-06,100000,119001,327.2271749973297
121000,148,-0.1141999999999942,827,0.050000000000000044,1.2915699358018174e-06,100000,120001,331.51246666908264
122000,150,-0.04819999999999904,147,0.050000000000000044,1.1093445575340865e-06,100000,121001,333.65090012550354
123000,151,-0.05639999999999588,307,0.050000000000000044,1.3990152784515431e-06,100000,122001,335.87121510505676
124000,152,-0.03960000000000021,467,0.050000000000000044,1.2895508983774562e-06,100000,123001,342.5347537994385
125000,153,-0.1790999999999969,627,0.050000000000000044,1.1965576386501198e-06,100000,124001,350.17265939712524
126000,154,-0.13870000000000154,787,0.050000000000000044,1.8943496493761813e-06,100000,125001,357.93348813056946
127000,156,-0.02869999999999716,107,0.050000000000000044,1.139659926764125e-06,100000,126001,365.25138998031616
128000,157,-0.029400000000000828,267,0.050000000000000044,1.0598519894955416e-06,100000,127001,372.7515652179718
129000,158,-0.04629999999999741,427,0.050000000000000044,1.1128111769096448e-06,100000,128001,380.743319272995
130000,159,-0.09390000000001199,587,0.050000000000000044,1.4792337099436281e-06,100000,129001,388.3803219795227
131000,160,-0.09899999999999676,747,0.050000000000000044,5.6139065966362974e-06,100000,130001,403.2372200489044
132000,162,0.0,67,0.050000000000000044,1.099933362553429e-06,100000,131001,410.8410167694092
133000,163,-0.03010000000000007,227,0.050000000000000044,1.1188852484167456e-06,100000,132001,418.27740836143494
134000,164,-0.033899999999999195,387,0.050000000000000044,1.4181839066509384e-06,100000,133001,426.1413106918335
135000,165,-0.13979999999999534,547,0.050000000000000044,1.6376733375125241e-06,100000,134001,433.95603942871094
136000,166,-0.13669999999999619,707,0.050000000000000044,9.338136103025363e-07,100000,135001,441.61004543304443
137000,168,-0.008500000000001966,27,0.050000000000000044,1.4712772194513945e-06,100000,136001,448.83924674987793
138000,169,-0.028900000000001053,187,0.050000000000000044,1.674209717336339e-06,100000,137001,456.30133843421936
139000,170,-0.08949999999999861,347,0.050000000000000044,9.657796109081573e-07,100000,138001,464.21657395362854
140000,171,-0.07719999999999659,507,0.050000000000000044,1.8795226743009153e-06,100000,139001,471.34650135040283
141000,172,-0.14980000000001398,667,0.050000000000000044,1.2284482872075842e-06,100000,140001,483.5911428928375
142000,173,-0.09940000000000594,827,0.050000000000000044,8.554126182218624e-07,100000,141001,491.01429986953735
143000,175,-0.016299999999999815,147,0.050000000000000044,1.2266457095648775e-06,100000,142001,498.4059247970581
144000,176,-0.040999999999998094,307,0.050000000000000044,1.1530814137188373e-06,100000,143001,505.8951437473297
145000,177,-0.05810000000000223,467,0.050000000000000044,1.202701373443915e-06,100000,144001,513.7054369449615
146000,178,-0.04089999999999939,627,0.050000000000000044,1.696924194931171e-06,100000,145001,521.5710666179657
147000,179,-0.08989999999999444,787,0.050000000000000044,1.0190274440446955e-06,100000,146001,529.2049899101257
148000,181,-0.02159999999999909,107,0.050000000000000044,1.183357090965842e-06,100000,147001,536.6648390293121
149000,182,-0.030400000000001634,267,0.050000000000000044,1.338273573111337e-06,100000,148001,543.9246962070465
150000,183,-0.0689999999999917,427,0.050000000000000044,1.336384137459845e-06,100000,149001,551.3367943763733
151000,184,-0.10909999999999791,587,0.050000000000000044,1.876098403982951e-06,100000,150001,565.4574952125549
152000,185,-0.10109999999999497,747,0.050000000000000044,1.3266266017240014e-06,100000,151001,572.9589130878448
153000,187,-0.02150000000000098,67,0.050000000000000044,1.5077960471785445e-06,100000,152001,579.9205188751221
154000,188,-0.036699999999996034,227,0.050000000000000044,1.230705907232732e-06,100000,153001,587.0520331859589
155000,189,-0.0716999999999955,387,0.050000000000000044,1.866672897136823e-06,100000,154001,595.0066084861755
156000,190,-0.09919999999999901,547,0.050000000000000044,1.2594118766742213e-06,100000,155001,602.7711703777313
157000,191,-0.11830000000000465,707,0.050000000000000044,1.0483394460578665e-06,100000,156001,610.1249732971191
158000,193,-0.010500000000001015,27,0.050000000000000044,1.431319845409007e-06,100000,157001,618.0484454631805
159000,194,-0.05389999999999833,187,0.050000000000000044,1.0856517450292813e-06,100000,158001,625.4407966136932
160000,195,-0.029199999999996937,347,0.050000000000000044,1.2295800888182385e-06,100000,159001,633.2493920326233
161000,196,-0.0633000000000074,507,0.050000000000000044,1.4509275317493575e-06,100000,160001,647.2923741340637
162000,197,-0.07679999999999974,667,0.050000000000000044,1.360961093212154e-06,100000,161001,654.8369529247284
163000,198,-0.15140000000000103,827,0.050000000000000044,1.2181131001796075e-06,100000,162001,662.4085991382599
164000,200,-0.00830000000000222,147,0.050000000000000044,1.0200298432323506e-06,100000,163001,669.2639067173004
165000,201,-0.018400000000001717,307,0.050000000000000044,1.0006834538103249e-06,100000,164001,676.5717186927795
166000,202,-0.04179999999999342,467,0.050000000000000044,1.1851809818210767e-06,100000,165001,683.8981506824493
167000,203,-0.08369999999999561,627,0.050000000000000044,1.3974370284586258e-06,100000,166001,691.4767420291901
168000,204,-0.07509999999999394,787,0.050000000000000044,1.376885386861204e-06,100000,167001,698.9981994628906
169000,206,-0.02230000000000214,107,0.050000000000000044,1.6451605121403644e-06,100000,168001,706.0284671783447
170000,207,-0.014999999999998327,267,0.050000000000000044,1.034837743617345e-06,100000,169001,713.3820991516113
171000,208,-0.05810000000000633,427,0.050000000000000044,8.65761247212049e-07,100000,170001,723.3243637084961
172000,209,-0.07349999999999979,587,0.050000000000000044,1.0863231505311432e-06,100000,171001,726.0214786529541
173000,210,-0.13089999999999455,747,0.050000000000000044,1.0109785590373122e-06,100000,172001,728.6629967689514
174000,212,-0.03109999999999955,67,0.050000000000000044,1.1423241796535422e-06,100000,173001,730.9679930210114
175000,213,-0.029499999999999298,227,0.050000000000000044,1.2179776402945208e-06,100000,174001,733.7710437774658
176000,214,-0.02640000000000284,387,0.050000000000000044,8.76383601081443e-07,100000,175001,736.0195114612579
177000,215,-0.05149999999999487,547,0.050000000000000044,9.991215753757389e-07,100000,176001,738.2978603839874
178000,216,-0.047099999999996506,707,0.050000000000000044,9.0016738823806e-07,100000,177001,740.5032942295074
179000,218,-0.01339999999999778,27,0.050000000000000044,1.3578445247333093e-06,100000,178001,743.1633086204529
180000,219,-0.033900000000002005,187,0.050000000000000044,8.277816319832709e-07,100000,179001,746.063453912735
181000,220,-0.040899999999999305,347,0.050000000000000044,9.739661794014864e-07,100000,180001,750.6963250637054
182000,221,-0.04489999999999709,507,0.050000000000000044,9.078218852494046e-07,100000,181001,752.6797518730164
183000,222,-0.040799999999998185,667,0.050000000000000044,1.0679478091617512e-06,100000,182001,754.7316634654999
184000,223,-0.05930000000000287,827,0.050000000000000044,1.0020206889862494e-06,100000,183001,756.7350835800171
185000,225,-0.024000000000000837,147,0.050000000000000044,1.1593758407855147e-06,100000,184001,759.0340011119843
186000,226,-0.03480000000000384,307,0.050000000000000044,8.007162221872477e-07,100000,185001,761.1103999614716
187000,227,-0.07080000000000639,467,0.050000000000000044,9.413540089724393e-07,100000,186001,763.4142904281616
188000,228,-0.1302000000000025,627,0.050000000000000044,1.0432892970015927e-06,100000,187001,765.9588558673859
189000,229,-0.12420000000000431,787,0.050000000000000044,1.3552165572150443e-06,100000,188001,768.7009429931641
190000,231,-0.014200000000000289,107,0.050000000000000044,1.099022916832837e-06,100000,189001,771.0954401493073
191000,232,-0.013700000000001213,267,0.050000000000000044,1.1167292679488129e-06,100000,190001,775.7835431098938
192000,233,-0.04159999999999655,427,0.050000000000000044,1.0864537200347969e-06,100000,191001,778.0710124969482
193000,234,-0.07660000000000297,587,0.050000000000000044,1.2699290657280926e-06,100000,192001,780.4069554805756
194000,235,-0.053300000000002054,747,0.050000000000000044,1.0736883569393285e-06,100000,193001,782.3643248081207
195000,237,-0.0023999999999988345,67,0.050000000000000044,1.269718311220913e-06,100000,194001,784.1866753101349
196000,238,-0.014599999999993857,227,0.050000000000000044,8.225744644789756e-07,100000,195001,786.1258907318115
197000,239,-0.059999999999996355,387,0.050000000000000044,1.6299542678552825e-06,100000,196001,788.1562447547913
198000,240,-0.06969999999999489,547,0.050000000000000044,1.404112919686895e-06,100000,197001,790.1765975952148
199000,241,-0.03390000000000074,707,0.050000000000000044,9.772372320355772e-07,100000,198001,792.2837421894073
200000,243,0.0,27,0.050000000000000044,9.389215214525848e-07,100000,199001,794.3476176261902
