step,episode,ep_return,ep_length,epsilon,avg_loss,buffer_size,learn_steps,wall_time_s
65000,82,-0.04780000000000093,388,0.050000000000000044,1.733267565754204e-06,65000,64001,327.88603925704956
66000,83,-0.07480000000000504,548,0.050000000000000044,1.7117972669780102e-06,66000,65001,330.7095766067505
67000,84,-0.08760000000000429,708,0.050000000000000044,1.4221287061104703e-06,67000,66001,333.27049374580383
68000,86,-0.0031999999999986896,28,0.050000000000000044,1.0500039043961352e-06,68000,67001,339.43192744255066
69000,87,-0.021900000000001998,188,0.050000000000000044,1.45824806162409e-06,69000,68001,346.55275678634644
70000,88,-0.045899999999999205,348,0.050000000000000044,1.2801376286688538e-06,70000,69001,353.82868480682373
71000,89,-0.05499999999999469,508,0.050000000000000044,1.263077767333698e-06,71000,70001,368.3406300544739
72000,90,-0.0973000000000023,668,0.050000000000000044,1.3915669327104752e-06,72000,71001,371.65693259239197
73000,91,-0.16220000000000137,828,0.050000000000000044,1.6097280527560543e-06,73000,72001,373.810293674469
74000,93,-0.014400000000000326,148,0.050000000000000044,1.6829408368721489e-06,74000,73001,378.55076813697815
75000,94,-0.03840000000000001,308,0.050000000000000044,1.7189383312938844e-06,75000,74001,385.7411832809448
76000,95,-0.07009999999999894,468,0.050000000000000044,1.4896611377110959e-06,76000,75001,393.17464900016785
77000,96,-0.08829999999999466,628,0.050000000000000044,1.4848535477369751e-06,77000,76001,399.9245431423187
78000,97,-0.09080000000000403,788,0.050000000000000044,1.4521942012493128e-06,78000,77001,406.77493619918823
79000,99,-0.013900000000003385,108,0.050000000000000044,1.1840293162777015e-06,79000,78001,413.7070908546448
80000,100,-0.04930000000000055,268,0.050000000000000044,1.9753708333212217e-06,80000,79001,417.76447582244873
81000,101,-0.044099999999992895,428,0.050000000000000044,1.5693698476013652e-06,81000,80001,422.44554233551025
82000,102,-0.04880000000000184,588,0.050000000000000044,1.7987345472931794e-06,82000,81001,424.71404814720154
83000,103,-0.07209999999999119,748,0.050000000000000044,4.032830369368412e-06,83000,82001,427.3861198425293
84000,105,-0.012200000000002731,68,0.050000000000000044,1.3925165768853275e-06,84000,83001,431.1451723575592
85000,106,-0.015600000000000482,228,0.050000000000000044,1.4009445011993193e-06,85000,84001,433.7391860485077
86000,107,-0.01860000000000143,388,0.050000000000000044,1.550435825052432e-06,86000,85001,435.9165954589844
87000,108,-0.023999999999997287,548,0.050000000000000044,1.1266909185252416e-06,87000,86001,438.0949890613556
88000,109,-0.097099999999996,708,0.050000000000000044,1.1585144387709078e-06,88000,87001,440.11144280433655
89000,111,0.0,28,0.050000000000000044,1.3685864623766975e-06,89000,88001,442.279390335083
90000,112,-0.03040000000000353,188,0.050000000000000044,1.1452842408914421e-06,90000,89001,446.5676896572113
91000,113,-0.02399999999999698,348,0.050000000000000044,1.0154446597425704e-06,91000,90001,461.6397659778595
92000,114,-0.07410000000000581,508,0.050000000000000044,1.1775023068878454e-06,92000,91001,469.03645968437195
93000,115,-0.0519000000000068,668,0.050000000000000044,1.0312276998973856e-06,93000,92001,476.77623748779297
94000,116,-0.06619999999999987,828,0.050000000000000044,9.651340573668676e-07,94000,93001,484.30625891685486
95000,118,-0.0051000000000003005,148,0.050000000000000044,1.0151908307420854e-06,95000,94001,491.8794753551483
96000,119,-0.03529999999999784,308,0.050000000000000044,1.173309685796653e-06,96000,95001,499.0067172050476
97000,120,-0.0495000000000013,468,0.050000000000000044,8.693351868060973e-07,97000,96001,501.59775829315186
98000,121,-0.056800000000000295,628,0.050000000000000044,1.0581935970748191e-06,98000,97001,503.9302408695221
99000,122,-0.09019999999999603,788,0.050000000000000044,1.2223946244205308e-06,99000,98001,505.93461775779724
100000,124,-0.008700000000002225,108,0.050000000000000044,1.0144029264722575e-06,100000,99001,508.1130290031433
101000,125,-0.030400000000000794,268,0.050000000000000044,9.945461456482008e-07,100000,100001,518.4140019416809
102000,126,-0.038099999999998975,428,0.050000000000000044,1.4063549715928047e-06,100000,101001,526.104325056076
103000,127,-0.05599999999999468,588,0.050000000000000044,9.045007020631602e-07,100000,102001,533.5884830951691
104000,128,-0.07860000000000161,748,0.050000000000000044,9.949960936808111e-07,100000,103001,540.7765700817108
105000,130,-0.005600000000002221,68,0.050000000000000044,8.850506681881143e-07,100000,104001,547.875004529953
106000,131,-0.03209999999999734,228,0.050000000000000044,1.2343399792484888e-06,100000,105001,555.3562226295471
107000,132,-0.028600000000002776,388,0.050000000000000044,8.711934053309279e-07,100000,106001,562.2130341529846
108000,133,-0.02850000000000763,548,0.050000000000000044,9.414785900929701e-07,100000,107001,564.6035013198853
109000,134,-0.08200000000000705,708,0.050000000000000044,9.777255766465487e-07,100000,108001,567.1025002002716
110000,136,0.0,28,0.050000000000000044,9.840246849961431e-07,100000,109001,569.4084813594818
111000,137,-0.00489999999999877,188,0.050000000000000044,8.030673119492349e-07,100000,110001,576.2006981372833
112000,138,-0.04309999999999676,348,0.050000000000000044,1.120192262064279e-06,100000,111001,584.6464059352875
113000,139,-0.03309999999999865,508,0.050000000000000044,1.0418195818431287e-06,100000,112001,589.3062374591827
114000,140,-0.0616000000000048,668,0.050000000000000044,9.38093065542489e-07,100000,113001,591.3633382320404
115000,141,-0.07220000000000122,828,0.050000000000000044,8.614227057677226e-07,100000,114001,593.342693567276
116000,143,-0.017899999999996183,148,0.050000000000000044,8.556866820441656e-07,100000,115001,595.4786729812622
117000,144,-0.03309999999999876,308,0.050000000000000044,8.684422049185514e-07,100000,116001,597.4565818309784
118000,145,-0.09110000000000099,468,0.050000000000000044,1.4609077278322501e-06,100000,117001,599.3114705085754
119000,146,-0.044799999999998674,628,0.050000000000000044,5.863525537819214e-07,100000,118001,601.3578984737396
120000,147,-0.09040000000000398,788,0.050000000000000044,7.832802280915985e-07,100000,119001,603.4028334617615
121000,149,-0.0036999999999943294,108,0.050000000000000044,8.994027952837769e-07,100000,120001,607.6295855045319
122000,150,-0.028899999999997854,268,0.050000000000000044,7.791194058910378e-07,100000,121001,609.7654812335968
123000,151,-0.03329999999999834,428,0.050000000000000044,5.808988282041127e-07,100000,122001,611.8878898620605
124000,152,-0.06319999999999892,588,0.050000000000000044,6.701953122529858e-07,100000,123001,614.0802805423737
125000,153,-0.06219999999999724,748,0.050000000000000044,7.19838667933459e-07,100000,124001,616.3842446804047
126000,155,-0.008300000000001384,68,0.050000000000000044,8.097376110498545e-07,100000,125001,618.465621471405
127000,156,-0.019199999999997677,228,0.050000000000000044,7.265066070516469e-07,100000,126001,620.5395414829254
128000,157,-0.04919999999999857,388,0.050000000000000044,1.3418250334780168e-06,100000,127001,622.4899792671204
129000,158,-0.043099999999996245,548,0.050000000000000044,7.009792256127412e-07,100000,128001,624.3493688106537
130000,159,-0.12799999999999578,708,0.050000000000000044,9.030185479304009e-07,100000,129001,626.1892745494843
131000,161,-0.0006000000000010203,28,0.050000000000000044,6.466100152522358e-07,100000,130001,630.4916779994965
132000,162,-0.027100000000002285,188,0.050000000000000044,8.564390116276854e-07,100000,131001,632.4280407428741
133000,163,-0.08030000000000165,348,0.050000000000000044,5.46493539800963e-07,100000,132001,634.2769391536713
134000,164,-0.02930000000000263,508,0.050000000000000044,8.128430896050531e-07,100000,133001,636.3213362693787
135000,165,-0.0841999999999949,668,0.050000000000000044,7.985510933536944e-07,100000,134001,638.4232246875763
136000,166,-0.15709999999998514,828,0.050000000000000044,1.0614790127476682e-06,100000,135001,640.6182496547699
137000,168,-0.023800000000001008,148,0.050000000000000044,7.226102434572113e-07,100000,136001,642.8036458492279
138000,169,-0.04750000000000265,308,0.050000000000000044,9.999152064210648e-07,100000,137001,645.0440766811371
139000,170,-0.028799999999995052,468,0.050000000000000044,6.907234624975445e-07,100000,138001,647.1579985618591
140000,171,-0.07039999999999814,628,0.050000000000000044,1.0175328014412344e-06,100000,139001,649.8101222515106
141000,172,-0.09459999999999823,788,0.050000000000000044,7.656325743141678e-07,100000,140001,664.430242061615
142000,174,-0.009300000000001425,108,0.050000000000000044,8.979550600116681e-07,100000,141001,672.2700159549713
143000,175,-0.02960000000000258,268,0.050000000000000044,7.143312050459371e-07,100000,142001,679.5119955539703
144000,176,-0.013500000000002808,428,0.050000000000000044,7.434521143494521e-07,100000,143001,686.397221326828
145000,177,-0.04429999999998809,588,0.050000000000000044,7.338759274801986e-07,100000,144001,694.3188214302063
146000,178,-0.0007000000000005439,748,0.050000000000000044,7.35146811678078e-07,100000,145001,701.899391412735
147000,180,-0.015900000000002693,68,0.050000000000000044,7.055378891180908e-07,100000,146001,710.0327823162079
148000,181,-0.019499999999995497,228,0.050000000000000044,7.840953391564654e-07,100000,147001,716.8857476711273
149000,182,-0.044800000000001755,388,0.050000000000000044,9.110259188815917e-07,100000,148001,719.1151919364929
150000,183,-0.10480000000000371,548,0.050000000000000044,1.164374780771027e-06,100000,149001,721.4141948223114
151000,184,-0.11819999999999427,708,0.050000000000000044,8.705302275018312e-07,100000,150001,725.756963968277
152000,186,-0.0045999999999996695,28,0.050000000000000044,7.874427849401399e-07,100000,151001,727.8214271068573
153000,187,-0.02929999999999915,188,0.050000000000000044,7.425670227547698e-07,100000,152001,729.9400975704193
154000,188,-0.06249999999999807,348,0.050000000000000044,1.0290243092612173e-06,100000,153001,731.868480682373
155000,189,-0.08230000000000161,508,0.050000000000000044,8.400209516850055e-07,100000,154001,733.8433394432068
156000,190,-0.1337999999999989,668,0.050000000000000044,1.0260775417521017e-06,100000,155001,735.9947628974915
157000,191,-0.06420000000000003,828,0.050000000000000044,9.639365351858942e-07,100000,156001,738.2222588062286
158000,193,-0.025199999999997627,148,0.050000000000000044,1.2172696236518732e-06,100000,157001,740.3627121448517
159000,194,-0.028799999999997133,308,0.050000000000000044,8.475840893993336e-07,100000,158001,742.5811457633972
160000,195,-0.07549999999999699,468,0.050000000000000044,8.890677103750022e-07,100000,159001,745.2222816944122
161000,196,-0.11710000000000913,628,0.050000000000000044,1.0251702639578752e-06,100000,160001,749.8863162994385
162000,197,-0.1565999999999976,788,0.050000000000000044,9.900956992652255e-07,100000,161001,752.8162672519684
163000,199,-0.014700000000003252,108,0.050000000000000044,1.0470107560252017e-06,100000,162001,755.7998945713043
164000,200,-0.057500000000004534,268,0.050000000000000044,9.262673149805778e-07,100000,163001,758.0818693637848
165000,201,-0.07660000000000262,428,0.050000000000000044,1.1741804320308801e-06,100000,164001,760.7455234527588
166000,202,-0.09389999999999797,588,0.050000000000000044,7.460888202359684e-07,100000,165001,763.0770635604858
167000,203,-0.12079999999999388,748,0.050000000000000044,1.062550172690635e-06,100000,166001,765.1414697170258
168000,205,-0.007099999999999936,68,0.050000000000000044,9.580177018762015e-07,100000,167001,767.5885009765625
169000,206,-0.06019999999999901,228,0.050000000000000044,9.850757800649034e-07,100000,168001,769.7819728851318
170000,207,-0.06870000000000728,388,0.050000000000000044,1.228956348796828e-06,100000,169001,772.107940196991
171000,208,-0.08050000000000192,548,0.050000000000000044,1.0460530716613904e-06,100000,170001,777.1824278831482
172000,209,-0.12489999999999979,708,0.050000000000000044,5.71395910043293e-07,100000,171001,779.702086687088
173000,211,-0.008299999999998035,28,0.050000000000000044,8.316259613110333e-07,100000,172001,782.0595591068268
174000,212,-0.04109999999999927,188,0.050000000000000044,1.0210332571602975e-06,100000,173001,784.5230326652527
175000,213,-0.059000000000006256,348,0.050000000000000044,9.081928278931173e-07,100000,174001,787.1500992774963
176000,214,-0.05810000000000032,508,0.050000000000000044,9.679125146249135e-07,100000,175001,789.142192363739
177000,215,-0.14549999999999938,668,0.050000000000000044,8.233208947103776e-07,100000,176001,791.2436969280243
178000,216,-0.15729999999999364,828,0.050000000000000044,1.0663269527810825e-06,100000,177001,793.2030804157257
179000,218,-0.04690000000000039,148,0.050000000000000044,1.416408437677319e-06,100000,178001,795.1684820652008
180000,219,-0.06699999999999838,308,0.050000000000000044,1.2653957340944543e-06,100000,179001,797.4319522380829
181000,220,-0.030499999999995343,468,0.050000000000000044,9.005731075006907e-07,100000,180001,802.6329917907715
182000,221,-0.10210000000000274,628,0.050000000000000044,7.838335105390116e-07,100000,181001,804.8554375171661
183000,222,-0.11560000000000557,788,0.050000000000000044,9.068779393288651e-07,100000,182001,807.1063385009766
184000,224,-0.012699999999996905,108,0.050000000000000044,8.820433793346183e-07,100000,183001,809.8062336444855
185000,225,-0.045199999999995244,268,0.050000000000000044,9.17784368951402e-07,100000,184001,812.0240235328674
186000,226,-0.028400000000000397,428,0.050000000000000044,1.037691539082175e-06,100000,185001,814.1684753894806
187000,227,-0.0758000000000049,588,0.050000000000000044,1.0322935521571707e-06,100000,186001,816.4714920520782
188000,228,-0.11210000000000776,748,0.050000000000000044,1.450440660391905e-06,100000,187001,819.0559091567993
189000,230,-0.007499999999998034,68,0.050000000000000044,1.2937518197588816e-06,100000,188001,820.9912567138672
190000,231,-0.0428000000000044,228,0.050000000000000044,8.544841821986893e-07,100000,189001,823.1301884651184
191000,232,-0.03289999999999909,388,0.050000000000000044,1.2029054985447375e-06,100000,190001,827.3419618606567
192000,233,-0.10960000000001187,548,0.050000000000000044,2.8664204762378633e-06,100000,191001,829.5269074440002
193000,234,-0.1703999999999914,708,0.050000000000000044,1.2153299352348768e-06,100000,192001,831.8984110355377
194000,236,-0.0022999999999988347,28,0.050000000000000044,1.5409218171953398e-06,100000,193001,834.402402639389
195000,237,-0.04349999999999828,188,0.050000000000000044,1.3561577373764068e-06,100000,194001,836.5586273670197
196000,238,-0.06209999999999868,348,0.050000000000000044,1.1687543012612877e-06,100000,195001,839.0861382484436
197000,239,-0.08830000000000056,508,0.050000000000000044,1.317602736293111e-06,100000,196001,841.8847358226776
198000,240,-0.09260000000000994,668,0.050000000000000044,1.0399300911103637e-06,100000,197001,844.3371958732605
199000,241,-0.18189999999999207,828,0.050000000000000044,1.7940303177397254e-06,100000,198001,846.6501903533936
200000,243,-0.04659999999999783,148,0.050000000000000044,1.318277471455076e-06,100000,199001,848.8176226615906
